,SEC_INT,P1,P2$01,P4,DEPTO_MUNI,P7_NO_PERNOC,P7_SI_PERNOC,P9_#EXCURSION,DEP_MUN_LUG,P11_MOTIVO_EXCURSION,P13_GASTO_EXCURSION,P14_#PER_EXCURSION,P16_#EXCUR_CONPERNOC,SUMA_PUNTOS,EDAD,PROFESION,OCUPACION,GENERO,VIA_VIAJE,P18_#NOCHES1,P19_#PERSON1,P20_MOTIVO_1,P21_ALOJ_1,P22_PER_GAS_1,P24_VIAJE_ORG,P26_TRASPORTE,P27_DG_SUMA,P17_DESTINO1
4518,26010035,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,10.0,3.0,JUTIAPA_ASUNCION MITA_ATATATUPA,"Ocio, recreo y/o vacaciones",600.0,6.0,1.0,16,70,COMERCIANTE,COMERCIANTE,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
4520,26010042,Si,Año nuevo (año 2017),No dispone de segunda vivienda,NINGUNO,3.0,10.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,3.0,15,25,SECRETARIA BILING!E,AMA DE CASA,Femenino,Sí,4.0,6.0,"Ocio, recreo y/o vacaciones",Hotel o similares,6.0,Por su cuenta,Vehículo,5650.0,QUICHE_SANTA CRUZ DEL QUICHE_FERIA DEL LUGAR
4521,26010042,Si,Año nuevo (año 2017),No dispone de segunda vivienda,NINGUNO,3.0,2.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,3.0,15,25,SECRETARIA BILING!E,AMA DE CASA,Femenino,Sí,2.0,4.0,"Ocio, recreo y/o vacaciones",Casa de amigos o familiares,4.0,Por su cuenta,Vehículo,550.0,QUICHE_SANTA CRUZ DEL QUICHE_SANTA CRUZ DEL QUICHE
4522,26010042,Si,Año nuevo (año 2017),No dispone de segunda vivienda,NINGUNO,3.0,7.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,3.0,15,25,SECRETARIA BILING!E,AMA DE CASA,Femenino,Sí,1.0,6.0,"Ocio, recreo y/o vacaciones",Casa de amigos o familiares,6.0,Por su cuenta,Vehículo,700.0,SACATEPUEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO
4523,26010042,Si,Semana Santa,"Sí, es de familiares o amigos",SUCHITEPEQUEZ_MAZATENANGO,3.0,2.0,1.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO,"Ocio, recreo y/o vacaciones",1500.0,6.0,1.0,16,60,SECRETARIA COMERCIAL,AMA DE CASA,Femenino,Sí,1.0,6.0,Religión y peregrinación,Hotel o similares,6.0,Por su cuenta,Vehículo,2940.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO
4524,26010042,Si,Semana Santa,"Sí, es de familiares o amigos",SUCHITEPEQUEZ_MAZATENANGO,3.0,2.0,1.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO,"Ocio, recreo y/o vacaciones",1500.0,6.0,1.0,16,60,SECRETARIA COMERCIAL,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
4526,26010042,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,1.0,8.0,ESCUINTLA_ESCUINTLA_TRUCENTRO LA CEIBA,"Ocio, recreo y/o vacaciones",500.0,8.0,2.0,12,19,ESTUDIANTE,ESTUDIANTE,Femenino,Sí,2.0,8.0,"Ocio, recreo y/o vacaciones",Casa de amigos o familiares,8.0,Por su cuenta,Bus regional,1100.0,ESCUINTLA_ESCUINTLA_CENTRO
4527,26010042,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,4.0,8.0,ESCUINTLA_ESCUINTLA_TRUCENTRO LA CEIBA,"Ocio, recreo y/o vacaciones",500.0,8.0,2.0,12,19,ESTUDIANTE,ESTUDIANTE,Femenino,Sí,3.0,8.0,Visita a familiares y/o amigos,Casa de amigos o familiares,8.0,Por su cuenta,Bus regional,1000.0,ESCUINTLA_ESCUINTLA_CENTRO HISTORICO
4528,26010042,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,4.0,8.0,ESCUINTLA_ESCUINTLA_TRUCENTRO LA CEIBA,"Ocio, recreo y/o vacaciones",500.0,8.0,2.0,12,19,ESTUDIANTE,ESTUDIANTE,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
4529,26010042,Si,Día de Esquipulas,"Sí, es de familiares o amigos",PROGRESO_SANARATE,1.0,1.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,4.0,13,20,BACHILLER EN CCLL,ESTUDIANTE UNIVERSITARIO EN ADMINISTRACION DE EMPRESAS,Femenino,Sí,3.0,5.0,"Ocio, recreo y/o vacaciones",Casa de amigos o familiares,5.0,No organizó,Vehículo,1375.0,ESCUINTLA_SAN JOSE_PUERTO SAN JOSE
4530,26010042,Si,Día de Esquipulas,"Sí, es de familiares o amigos",PROGRESO_SANARATE,1.0,1.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,4.0,13,20,BACHILLER EN CCLL,ESTUDIANTE UNIVERSITARIO EN ADMINISTRACION DE EMPRESAS,Femenino,Sí,2.0,5.0,Religión y peregrinación,Hotel o similares,5.0,Por su cuenta,Bus regional,2610.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_RUINAS
4531,26010042,Si,Día de Esquipulas,"Sí, es de familiares o amigos",PROGRESO_SANARATE,1.0,1.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,4.0,13,20,BACHILLER EN CCLL,ESTUDIANTE UNIVERSITARIO EN ADMINISTRACION DE EMPRESAS,Femenino,Sí,2.0,5.0,Religión y peregrinación,Hotel o similares,5.0,Reserva individual,Bus turístico,860.0,CHIQUIMULA_ESQUIPULAS_BASILICA
4532,27040121,Si,Semana Santa,"Sí, es de familiares o amigos","ESCUINTLA_SAN JOSE, PUERTO",3.0,1.0,5.0,GUATEMALA_GUATEMALA_PARQUE CENTRAL,Otros,250.0,1.0,2.0,13,63,PERITO CONTADOR,JUBILADO,Masculino,Sí,7.0,4.0,"Ocio, recreo y/o vacaciones",Casa de amigos o familiares,4.0,Por su cuenta,Vehículo,1500.0,PETEN_FLORES_TIKAL
4533,27040121,Si,Semana Santa,"Sí, es de familiares o amigos","ESCUINTLA_SAN JOSE, PUERTO",3.0,1.0,5.0,GUATEMALA_GUATEMALA_PARQUE CENTRAL,Otros,250.0,1.0,2.0,13,63,PERITO CONTADOR,JUBILADO,Masculino,Sí,7.0,4.0,"Ocio, recreo y/o vacaciones",Casa de amigos o familiares,4.0,Por su cuenta,Vehículo,1400.0,PETEN_LA LIBERTAD_LA LIBERTAD
4534,27040121,Si,Semana Santa,"Sí, es de familiares o amigos","ESCUINTLA_SAN JOSE, PUERTO",3.0,1.0,5.0,GUATEMALA_GUATEMALA_PARQUE CENTRAL,Otros,250.0,1.0,2.0,13,63,PERITO CONTADOR,JUBILADO,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
4535,27040121,Si,Vacaciones personales,"Sí, es de su propiedad",SANTA ROSA_TAXISCO,4.0,0.0,6.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_HOBBITENANGO,"Ocio, recreo y/o vacaciones",1000.0,4.0,2.0,14,64,AMA DE CASA,AMA DE CASA,Femenino,Sí,1.0,1.0,"Ocio, recreo y/o vacaciones",Casa de amigos o familiares,1.0,Por su cuenta,Vehículo,0.0,QUETZALTENANGO_ZUNIL_AGUAS GEORGINAS
4536,27040121,Si,Vacaciones personales,"Sí, es de su propiedad",SANTA ROSA_TAXISCO,4.0,0.0,6.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_HOBBITENANGO,"Ocio, recreo y/o vacaciones",1000.0,4.0,2.0,14,64,AMA DE CASA,AMA DE CASA,Femenino,Sí,1.0,1.0,"Ocio, recreo y/o vacaciones",Hotel o similares,1.0,Por su cuenta,Vehículo,0.0,RETHALULEU_SANTA CRUZ MULUA_IRTRA
4537,27040121,Si,Vacaciones personales,"Sí, es de su propiedad",SANTA ROSA_TAXISCO,4.0,0.0,6.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_HOBBITENANGO,"Ocio, recreo y/o vacaciones",1000.0,4.0,2.0,14,64,AMA DE CASA,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
4538,27040121,Si,Vacaciones personales,No dispone de segunda vivienda,NINGUNO,3.0,2.0,10.0,SANTA ROSA_TAXISCO_CENTRO CIUDAD,Visita a familiares y amigos,250.0,2.0,1.0,13,61,AMA DE CASA,AMA DE CASA,Femenino,Sí,1.0,2.0,Visita a familiares y/o amigos,Casa de amigos o familiares,2.0,Por su cuenta,Vehículo,300.0,SANTA ROSA_TAXISCO_FINCA LA ESPERANZA
4539,27040121,Si,Vacaciones personales,No dispone de segunda vivienda,NINGUNO,3.0,12.0,10.0,SANTA ROSA_TAXISCO_CENTRO CIUDAD,Visita a familiares y amigos,250.0,2.0,1.0,13,61,AMA DE CASA,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
4541,27040121,Si,Año nuevo (año 2017),No dispone de segunda vivienda,NINGUNO,3.0,0.0,4.0,JALAPA_JALAPA_SAN JOSE CARRIZAL,Visita a familiares y amigos,800.0,5.0,1.0,14,59,PERITO,COMERCIANTE DE PRODUCTOS VARIOS,Masculino,Sí,2.0,7.0,Visita a familiares y/o amigos,Casa de amigos o familiares,7.0,Por su cuenta,Vehículo,1410.0,SAN MARCOS_NUEVO PROGRESO_NUEVO PROGRESO
4542,27040121,Si,Año nuevo (año 2017),No dispone de segunda vivienda,NINGUNO,3.0,6.0,4.0,JALAPA_JALAPA_SAN JOSE CARRIZAL,Visita a familiares y amigos,800.0,5.0,1.0,14,59,PERITO,COMERCIANTE DE PRODUCTOS VARIOS,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
4544,27040121,Si,Día de los santos (año 2017),"Sí, es de familiares o amigos",SANTA ROSA_TAXISCO,3.0,5.0,3.0,SANTA ROSA_CHIQUIMULILLA_LAS LISAS,"Ocio, recreo y/o vacaciones",800.0,4.0,2.0,9,25,SECRETARIA,AMA DE CASA,Femenino,Sí,2.0,4.0,Visita a familiares y/o amigos,Casa de amigos o familiares,4.0,Por su cuenta,Bus regional,2012.0,GUATEMALA_AMATITLAN_AMATITLAN
4545,27040121,Si,Día de los santos (año 2017),"Sí, es de familiares o amigos",SANTA ROSA_TAXISCO,3.0,5.0,3.0,SANTA ROSA_CHIQUIMULILLA_LAS LISAS,"Ocio, recreo y/o vacaciones",800.0,4.0,2.0,9,25,SECRETARIA,AMA DE CASA,Femenino,Sí,1.0,1.0,Visita a familiares y/o amigos,Casa de amigos o familiares,1.0,Por su cuenta,Bus regional,810.0,GUATEMALA_GUATEMALA_ZONA 12
4546,27040121,Si,Día de los santos (año 2017),"Sí, es de familiares o amigos",SANTA ROSA_TAXISCO,3.0,5.0,3.0,SANTA ROSA_CHIQUIMULILLA_LAS LISAS,"Ocio, recreo y/o vacaciones",800.0,4.0,2.0,9,25,SECRETARIA,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
4547,27020181,Si,Vacaciones personales,No dispone de segunda vivienda,NINGUNO,3.0,4.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,16,37,MECANICO,MECANICO,Masculino,Sí,3.0,3.0,"Ocio, recreo y/o vacaciones",Casa de amigos o familiares,3.0,Por su cuenta,Bus regional,1300.0,PETEN_FLORES_TIKAL
4548,27020181,Si,Vacaciones personales,No dispone de segunda vivienda,NINGUNO,3.0,7.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,16,37,MECANICO,MECANICO,Masculino,Sí,1.0,3.0,"Ocio, recreo y/o vacaciones",Hotel o similares,3.0,Por su cuenta,Vehículo,0.0,QUETZALTENANGO_ZUNIL_AGUA GEORGINAS
4549,27020181,Si,Vacaciones personales,No dispone de segunda vivienda,NINGUNO,3.0,10.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,16,37,MECANICO,MECANICO,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
4550,27020181,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,1.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,12,20,ESTUDIANTE,ESTUDIANTE,Masculino,Sí,1.0,4.0,Religión y peregrinación,Hotel o similares,4.0,Por su cuenta,Bus regional,950.0,SACATAEPEQUEZ_ANTIGUA GUATEMALA_VISITA CIUDAD
4551,27020181,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,10.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,12,20,ESTUDIANTE,ESTUDIANTE,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
4553,27020181,Si,Semana Santa,"Sí, es de familiares o amigos",IZABAL_LIVINGSTON,3.0,1.0,1.0,SOLOLÁ_PANAJACHEL_LAGUNA ATITLAN,"Ocio, recreo y/o vacaciones",900.0,8.0,1.0,19,18,ESTUDIANTE,ESTUDIANTE,Femenino,Sí,1.0,5.0,Visita a familiares y/o amigos,Casa de amigos o familiares,5.0,Por su cuenta,Vehículo,700.0,RETALHULEU_CHAMPERICO_PLAYA CHAMPERICO
4554,27020181,Si,Semana Santa,"Sí, es de familiares o amigos",IZABAL_LIVINGSTON,3.0,1.0,1.0,SOLOLÁ_PANAJACHEL_LAGUNA ATITLAN,"Ocio, recreo y/o vacaciones",900.0,8.0,1.0,19,18,ESTUDIANTE,ESTUDIANTE,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
4556,27020181,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,8.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,17,44,PERITO CONTADOR,CONTADOR,Masculino,Sí,1.0,5.0,"Ocio, recreo y/o vacaciones",Hotel o similares,5.0,Por su cuenta,Vehículo,1350.0,ESCUINTLA_TAXISCO_PLAYA MONTERRICO
4557,27020181,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,4.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,17,44,PERITO CONTADOR,CONTADOR,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
4559,27020181,Si,Día de la independencia 15 de septiembre,"Sí, es de familiares o amigos",QUETZALTENANGO_QUETZALTENANGO,3.0,1.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,18,53,AUDITORA,AMA DE CASA,Femenino,Sí,0.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Bus turístico,1750.0,EL PROGRESO_SAN AGUSTIN ACASAGUASTLAN_EL RANCHO
4560,27020181,Si,Día de la independencia 15 de septiembre,"Sí, es de familiares o amigos",QUETZALTENANGO_QUETZALTENANGO,3.0,1.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,18,53,AUDITORA,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
4562,27020181,Si,Semana Santa,"Sí, es de familiares o amigos",SACATEPEQUEZ_ANTIGUA GUATEMALA,3.0,2.0,1.0,ESCUINTLA_SAN JOSE_PUERTO SAN JOSE,"Ocio, recreo y/o vacaciones",1000.0,5.0,1.0,18,31,BACHILLER EN COMPUTACION,AMA DE CASA,Femenino,Sí,4.0,6.0,"Ocio, recreo y/o vacaciones",Airbnb,6.0,Por su cuenta,Vehículo,4700.0,SANTA ROSA_TAXISCO_MONTERRICO
4563,27020181,Si,Semana Santa,"Sí, es de familiares o amigos",SACATEPEQUEZ_ANTIGUA GUATEMALA,3.0,2.0,1.0,ESCUINTLA_SAN JOSE_PUERTO SAN JOSE,"Ocio, recreo y/o vacaciones",1000.0,5.0,1.0,18,31,BACHILLER EN COMPUTACION,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
4565,27030211,Si,Día de la revolución (20 Octubre),No dispone de segunda vivienda,NINGUNO,3.0,5.0,1.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO,"Ocio, recreo y/o vacaciones",400.0,5.0,2.0,14,42,PERITO CONTADOR,AMA DE CASA,Femenino,Sí,2.0,5.0,"Ocio, recreo y/o vacaciones",Casa de amigos o familiares,5.0,Por su cuenta,Vehículo,700.0,SANTA ROSA_GUAZACAPAN_VISITA PUEBLO
4566,27030211,Si,Día de la revolución (20 Octubre),No dispone de segunda vivienda,NINGUNO,3.0,4.0,1.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO,"Ocio, recreo y/o vacaciones",400.0,5.0,2.0,14,42,PERITO CONTADOR,AMA DE CASA,Femenino,Sí,1.0,5.0,"Ocio, recreo y/o vacaciones",Casa de amigos o familiares,5.0,Por su cuenta,Vehículo,1400.0,ESCUINTLA_SIPACATE_PUERTO
4567,27030211,Si,Día de la revolución (20 Octubre),No dispone de segunda vivienda,NINGUNO,3.0,10.0,1.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO,"Ocio, recreo y/o vacaciones",400.0,5.0,2.0,14,42,PERITO CONTADOR,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
4568,27030211,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,7.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,13,80,AMA DE CASA,AMA DE CASA,Femenino,Sí,1.0,1.0,Visita a familiares y/o amigos,Casa de amigos o familiares,1.0,Por su cuenta,Vehículo,300.0,RETALHULEU_SAN ANDRES VILLA SECA_PLAYA DE TULATE
4569,27030211,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,10.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,13,80,AMA DE CASA,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
4571,27030211,Si,Otros,No dispone de segunda vivienda,NINGUNO,3.0,12.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,18,87,ESTUDIANTE DE ARQUITECTURA,DUE!O DE MINI EMPRESA,Masculino,Sí,15.0,1.0,"Ocio, recreo y/o vacaciones",Hotel o similares,1.0,No organizó,Bus regional,800.0,RETALHULEU_SAN ANDRES VILLA SECA_PLAYA TULATE
4572,27030211,Si,Otros,No dispone de segunda vivienda,NINGUNO,3.0,5.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,18,87,ESTUDIANTE DE ARQUITECTURA,DUE!O DE MINI EMPRESA,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
4574,27030211,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,3.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,14,35,PINTOR AUTOMOTRIZ,PINTOR AUTOMOTRIZ,Masculino,Sí,3.0,3.0,"Ocio, recreo y/o vacaciones",Hotel o similares,3.0,Por su cuenta,Bus regional,875.0,QUETZALTENANGO_QUETZALTENANGO_VISITA A CIUDAD
4575,27030211,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,6.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,14,35,PINTOR AUTOMOTRIZ,PINTOR AUTOMOTRIZ,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
4577,27030211,Si,Semana Santa,"Sí, es de familiares o amigos",ZACAPA_ZACAPA,1.0,0.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,18,21,MECANICO,MECANICO,Masculino,Sí,1.0,5.0,"Ocio, recreo y/o vacaciones",Hotel o similares,5.0,Por su cuenta,Vehículo,600.0,ESCUINTLA_SAN JOSE_PUERTO SAN JOSE
4578,27030211,Si,Semana Santa,"Sí, es de familiares o amigos",ZACAPA_ZACAPA,1.0,0.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,18,21,MECANICO,MECANICO,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
4580,5120035,Si,Paseo / excursión,"Sí, es de familiares o amigos",ZACAPA_LA UNION,3.0,2.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,14,20,ESTUDIANTE,ESTUDIANTE,Femenino,Sí,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,4700.0,IZABAL_LIVINGSTON_PLAYA DORADA
4581,5120035,Si,Paseo / excursión,"Sí, es de familiares o amigos",ZACAPA_LA UNION,3.0,2.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,14,20,ESTUDIANTE,ESTUDIANTE,Femenino,Sí,2.0,2.0,Religión y peregrinación,Hotel o similares,2.0,Por su cuenta,Vehículo,3400.0,CHIQUIMULA_ESQUIPULAS_BASILICA
4582,5120035,Si,Paseo / excursión,"Sí, es de familiares o amigos",ZACAPA_LA UNION,3.0,2.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,14,20,ESTUDIANTE,ESTUDIANTE,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
4583,5120035,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,6.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,14,23,PROFESORADO EN ENSE!ANZA MEDIA,ESTUDIANTE,Femenino,Sí,0.0,6.0,Religión y peregrinación,Hotel o similares,6.0,Por su cuenta,Bus turístico,2095.0,PETEN_SAYAXCHE_RUINAS DE SAYAXCHE
4584,5120035,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,8.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,14,23,PROFESORADO EN ENSE!ANZA MEDIA,ESTUDIANTE,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
4586,5120035,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,7.0,1.0,JUTIAPA_JALPATAGUA_CUEVAS DE ANDA MIRA,"Ocio, recreo y/o vacaciones",500.0,5.0,2.0,12,40,1ER A!O DE ENFERMERIA,AMA DE CASA,Femenino,Sí,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,1400.0,QUETZALTENANGO_QUETZALTENANGO_CENTRO HISTORICO
4587,5120035,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,0.0,1.0,JUTIAPA_JALPATAGUA_CUEVAS DE ANDA MIRA,"Ocio, recreo y/o vacaciones",500.0,5.0,2.0,12,40,1ER A!O DE ENFERMERIA,AMA DE CASA,Femenino,Sí,1.0,5.0,"Ocio, recreo y/o vacaciones",Hotel o similares,5.0,Por su cuenta,Vehículo,1950.0,ALTA VERAPAZ_LANQUIN_SEMUC CHAMPEY
4588,5120035,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,12.0,1.0,JUTIAPA_JALPATAGUA_CUEVAS DE ANDA MIRA,"Ocio, recreo y/o vacaciones",500.0,5.0,2.0,12,40,1ER A!O DE ENFERMERIA,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
4589,5120035,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,1.0,1.0,SANTA ROSA_TAXISCO_PLAYA MONTERRICO,"Ocio, recreo y/o vacaciones",1200.0,5.0,1.0,10,18,1RO BASICO,VENDEDOR DE PACA,Femenino,Sí,1.0,5.0,"Ocio, recreo y/o vacaciones",Casa de amigos o familiares,5.0,Por su cuenta,Vehículo,1200.0,IZABAL_LIVINGSTON_PLAYA DORADA
4590,5120035,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,7.0,1.0,SANTA ROSA_TAXISCO_PLAYA MONTERRICO,"Ocio, recreo y/o vacaciones",1200.0,5.0,1.0,10,18,1RO BASICO,VENDEDOR DE PACA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
4592,5120035,Si,Noche buena (año 2017),No dispone de segunda vivienda,NINGUNO,3.0,1.0,1.0,GUATEMALA_GUATEMALA_CENTRO HISTORICO,Visita a familiares y amigos,300.0,5.0,1.0,13,19,PERITO AGRONOMO,ESTUDIANTE,Masculino,Sí,1.0,1.0,"Ocio, recreo y/o vacaciones",Casa de amigos o familiares,1.0,Por su cuenta,Bus regional,12.0,GUATEMALA_GUATEMALA_MIRAFLORES
4593,5120035,Si,Noche buena (año 2017),No dispone de segunda vivienda,NINGUNO,3.0,0.0,1.0,GUATEMALA_GUATEMALA_CENTRO HISTORICO,Visita a familiares y amigos,300.0,5.0,1.0,13,19,PERITO AGRONOMO,ESTUDIANTE,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
